;+
; _WAVE  = 'um'
; _K_ABS = 'cm+2 g-1'
;-

;~ WAVE K_ABS
;1.0E-03   1.000
8.01758	275.109
8.10608	294.76
8.19555	314.41
8.26783	334.061
8.35909	373.362
8.41433	393.013
8.5072	412.664
8.58223	451.965
8.67696	471.616
8.77273	510.917
8.85011	550.218
8.92817	609.17
9.00692	668.122
9.08636	727.074
9.22708	884.279
9.28805	962.882
9.36997	1021.83
9.47339	1179.04
9.51508	1277.29
9.57796	1572.05
9.64125	1866.81
9.68367	2279.48
9.72628	2593.89
9.76908	2967.25
9.79056	3320.96
9.83364	3753.28
9.85525	4106.99
9.87691	4421.4
9.92037	4775.11
9.96403	5246.72
10.0079	5403.93
10.0299	5443.23
10.0961	5305.68
10.1183	5187.77
10.1406	4951.97
10.1629	4676.86
10.1629	4676.86
10.1852	4087.34
10.2076	3537.12
10.23	3124.45
10.23	3124.45
10.2525	2947.6
10.275	2672.49
10.2976	2377.73
10.2976	2377.73
10.3202	2279.48
10.3429	2181.22
10.3657	2377.73
10.3884	3203.06
10.3884	3203.06
10.3884	3203.06
10.4342	3262.01
10.4571	2810.04
10.4571	2810.04
10.5262	2672.49
10.5957	3045.85
10.6424	3360.26
10.6658	3635.37
10.6892	4008.73
10.7362	4755.46
10.7835	5030.57
10.8309	5305.68
10.8786	5580.79
10.9265	5855.9
10.9987	6131
11.0228	6465.07
11.0713	6799.13
11.1201	7152.84
11.1445	7388.65
11.169	7663.76
11.1935	7860.26
11.2181	8017.47
11.2428	8115.72
11.2923	7919.21
11.3171	7310.04
11.342	6975.98
11.3669	6661.57
11.3919	5266.38
11.3919	5266.38
11.4169	4637.55
11.4169	4637.55
11.442	3772.93
11.4672	4146.29
11.4924	3203.06
11.5176	2967.25
11.5429	2731.44
11.5683	2534.93
11.5683	2534.93
11.5937	2141.92
11.5937	2141.92
11.6192	1748.91
11.6192	1748.91
11.6447	1552.4
11.6447	1552.4
11.6703	1454.15
11.696	1355.9
11.7217	1257.64
11.7733	1198.69
11.7991	1296.94
11.8511	1670.31
11.9032	1709.61
11.9294	1611.35
11.9556	1513.1
11.9819	1414.85
12.0082	1218.34
12.0082	1218.34
12.0346	1021.83
12.061	923.581
12.0876	727.074
12.1407	648.472
12.1674	550.218
12.2478	471.616
12.3288	393.013
12.4375	353.712
12.5748	314.41
12.7136	314.41
12.8257	314.41
12.9673	294.76
13.1104	314.41
13.226	314.41
13.372	294.76
13.5196	294.76
13.6688	314.41
13.8197	314.41
13.9722	314.41
