;+
; _WAVE  = 'um'
; _K_ABS = 'cm+2 g-1'
;-

;~ WAVE K_ABS
;1.0E-03   1.000
14.1265	334.061
14.1886	353.712
14.3452	353.712
14.5036	373.362
14.6315	412.664
14.793	412.664
15.2213	471.616
15.457	628.821
15.6964	805.677
15.8001	1100.44
15.9394	1572.05
16.0448	1906.11
16.1508	2279.48
16.2219	2515.28
16.2932	2633.19
16.3649	2495.63
16.437	2161.57
16.4731	1807.86
16.5093	1493.45
16.5456	1277.29
16.6184	1002.18
16.6549	884.279
16.6915	786.026
16.7282	687.773
16.765	589.52
16.8757	510.917
17.0246	510.917
17.1747	569.869
17.2882	648.472
17.3643	727.074
17.5175	903.93
17.5946	1002.18
17.6332	1080.79
17.7497	1434.5
17.7888	1532.75
17.8279	1631
17.867	1827.51
17.9063	1925.76
17.9457	2024.02
17.9851	2220.52
18.0246	2299.13
18.0642	2397.38
18.1836	2731.44
18.2636	2829.69
18.344	2908.3
18.3843	3006.55
18.5465	3045.85
18.6281	3124.45
18.71	3222.71
18.7512	3301.31
18.8337	3399.56
18.8751	3497.82
18.9166	3674.67
19.0834	3812.23
19.1674	3910.48
19.2095	3989.08
19.294	4087.34
19.3789	4185.59
19.4215	4283.84
19.4642	4382.1
19.507	4460.7
19.5928	4558.95
19.6791	4598.25
19.7223	4500
19.7657	4401.75
19.8091	4106.99
19.8091	4106.99
19.8091	4106.99
19.8526	3615.72
19.8526	3615.72
19.8963	3320.96
19.8963	3320.96
19.94	3124.45
19.94	3124.45
19.9838	2534.93
19.9838	2534.93
19.9838	2534.93
20.0277	2436.68
20.0277	2436.68
20.0718	1945.41
20.0718	1945.41
20.1159	1866.81
20.1601	1572.05
20.1601	1572.05
20.2044	1473.8
20.2488	1375.55
20.2933	1277.29
20.4274	1218.34
20.5173	1296.94
20.5624	1395.2
20.6076	1473.8
20.6529	1572.05
20.7893	1886.46
20.835	1984.72
20.8808	2082.97
20.9727	2161.57
21.1113	2240.17
21.2042	2259.83
21.3912	2318.78
21.5326	2240.17
21.6273	2161.57
21.7225	2063.32
21.8181	1965.07
21.9622	1925.76
22.0589	2024.02
22.1074	2122.27
22.156	2220.52
22.2535	2436.68
22.3024	2593.89
22.3514	2692.14
22.4005	2790.39
22.4497	2888.65
22.4991	2986.9
22.5485	3183.41
22.5981	3262.01
22.6477	3360.26
22.6975	3458.52
22.7474	3556.77
22.7974	3753.28
22.8475	3851.53
22.8977	4048.03
22.948	4146.29
22.948	4146.29
22.9985	4342.79
23.049	4539.3
23.0997	4637.55
23.0997	4637.55
23.1505	4834.06
23.2013	5030.57
23.2523	5227.07
23.3034	5325.33
23.3034	5325.33
23.3546	5502.18
23.406	5698.69
23.4574	5796.94
23.509	5895.2
23.5606	5993.45
23.6124	6091.7
23.873	5777.29
23.9255	5443.23
23.9781	4991.27
24.1365	4578.6
24.1896	4205.24
24.2428	3890.83
24.3494	3615.72
24.4029	3596.07
24.4566	3497.82
24.5103	3399.56
24.5642	3301.31
24.7265	3222.71
24.8353	3124.45
24.8899	3045.85
24.9446	2849.34
24.9994	2751.09
25.0544	2515.28
25.1094	2259.83
25.1646	2043.67
25.2199	1945.41
25.2754	1748.91
25.2754	1748.91
25.3309	1552.4
25.3309	1552.4
25.4983	1041.48
25.6105	943.231
25.7797	1002.18
25.8364	1080.79
25.8932	1179.04
25.9501	1277.29
26.0071	1375.55
26.1216	1355.9
26.2365	1277.29
26.2942	1179.04
26.352	1080.79
26.4099	982.533
26.4679	884.279
26.5261	786.026
26.7014	746.725
26.8189	844.978
26.8778	943.231
26.9369	1041.48
26.9961	1139.74
27.0554	1336.24
27.1149	1434.5
27.1745	1631
27.2342	1729.26
27.2941	1906.11
27.3541	2004.37
27.7777	1748.91
27.8387	1650.66
27.8999	1552.4
27.9612	1454.15
28.0227	1355.9
28.0843	1257.64
28.146	1179.04
28.2078	1080.79
28.2698	982.533
28.332	884.279
28.3942	786.026
28.5192	687.773
28.5819	609.17
28.7076	510.917
28.8973	432.314
29.0245	334.061
29.2805	294.76
29.474	235.808
29.7993	216.157
30.1282	216.157
30.394	176.856
30.797	314.41
30.9325	393.013
31.1369	491.266
31.2053	589.52
31.2739	668.122
31.4115	569.869
31.6191	491.266
31.828	530.568
31.898	628.821
31.9681	727.074
32.1088	805.677
32.1793	1002.18
32.25	1100.44
32.3209	1296.94
32.392	1395.2
32.4632	1591.7
32.5345	1788.21
32.606	1925.76
32.6777	2102.62
32.7495	2299.13
32.9659	2495.63
33.0383	2593.89
33.111	2790.39
33.1837	2986.9
33.2567	3183.41
33.2567	3183.41
33.3298	3655.02
33.403	3851.53
33.4764	4264.19
33.55	4401.75
33.6237	4519.65
33.6976	4617.9
33.7717	4814.41
33.7717	4814.41
33.8459	4401.75
33.8459	4401.75
33.9203	3753.28
33.9203	3753.28
33.9203	3753.28
33.9949	3026.2
34.0696	2731.44
34.1444	2377.73
34.2195	2024.02
34.2947	1689.96
34.3701	1886.46
34.4456	1689.96
34.4456	1689.96
34.5213	1591.7
34.5972	1395.2
34.5972	1395.2
34.6732	1198.69
34.7494	1100.44
34.9023	844.978
34.9791	746.725
35.133	668.122
35.3651	569.869
35.5208	491.266
35.7555	432.314
36.0708	491.266
36.2296	569.869
36.469	569.869
36.6295	471.616
36.9525	334.061
37.2785	275.109
37.6073	216.157
37.939	176.856
38.3577	176.856
38.7811	157.205
39.2091	137.555
39.555	137.555
39.9916	137.555
40.433	137.555
40.8793	117.904
41.3305	117.904
41.695	98.2533
42.1552	98.2533
42.6205	78.6026
42.9964	78.6026
43.471	78.6026
43.9508	78.6026
44.4359	78.6026
44.9264	58.952
45.4222	58.952
45.9236	58.952
46.4305	58.952
46.84	58.952
47.357	58.952
47.8797	58.952
48.4082	58.952
48.9425	58.952
49.4827	78.6026
49.9191	98.2533
50.4701	78.6026
51.0272	58.952
51.5904	58.952
52.1598	58.952
52.7355	58.952
53.3176	58.952
53.9061	58.952
54.3815	39.3013
54.9818	39.3013
55.5886	39.3013
56.2022	39.3013
56.8225	39.3013
57.4497	39.3013
58.0838	39.3013
58.7249	39.3013
59.373	39.3013
60.0284	39.3013
60.6909	39.3013
61.3608	39.3013
62.0381	39.3013
62.7228	39.3013
63.4151	39.3013
64.1151	39.3013
64.8227	39.3013
65.5382	39.3013
66.2616	39.3013
66.9929	39.3013
67.7324	39.3013
68.48	39.3013
69.2358	78.6026
70.0000 78.6026
70.6174	58.952
71.3969	39.3013
72.1849	39.3013
72.9816	19.6507
73.7872	19.6507
74.6016	19.6507
75.425	39.3013
