2.82451128 0.00336497 0.00026057
2.82516561 0.00341229 0.00022034
2.82581994 0.00330413 0.00021980
2.82647428 0.00313985 0.00021212
2.82712861 0.00312921 0.00020871
2.82778295 0.00311291 0.00020897
2.82843728 0.00321088 0.00020870
2.82909162 0.00329448 0.00021042
2.82974595 0.00334989 0.00021824
2.83040028 0.00321375 0.00021038
2.83105462 0.00315280 0.00020706
2.83170895 0.00327876 0.00020856
2.83236329 0.00312392 0.00020835
2.83301762 0.00316111 0.00021149
2.83367196 0.00320983 0.00020465
2.83432629 0.00331997 0.00021380
2.83498062 0.00320747 0.00020962
2.83563496 0.00316283 0.00022923
2.83628929 0.00316782 0.00021764
2.83694363 0.00322848 0.00021987
2.83759796 0.00320149 0.00021134
2.83825230 0.00319972 0.00021001
2.83890663 0.00323711 0.00020480
2.83956097 0.00321696 0.00020432
2.84021530 0.00321726 0.00022205
2.84086963 0.00318546 0.00021504
2.84152397 0.00314164 0.00021072
2.84217830 0.00320117 0.00020747
2.84283264 0.00324611 0.00021088
2.84348697 0.00317545 0.00021133
2.84414131 0.00318709 0.00020672
2.84479564 0.00320401 0.00020961
2.84544997 0.00326937 0.00020424
2.84610431 0.00324737 0.00020421
2.84675864 0.00315973 0.00020441
2.84741298 0.00319965 0.00020623
2.84806731 0.00328551 0.00020993
2.84872165 0.00329299 0.00021647
2.84937598 0.00317870 0.00020414
2.85003032 0.00305841 0.00020189
2.85068465 0.00313809 0.00027263
2.85133898 0.00310676 0.00023023
2.85199332 0.00306594 0.00019662
2.85264765 0.00309097 0.00018928
2.85330199 0.00301556 0.00018816
2.85395632 0.00299336 0.00019058
2.85461066 0.00296058 0.00018861
2.85526499 0.00280783 0.00018581
2.85591932 0.00276829 0.00018307
2.85657366 0.00288351 0.00018204
2.85722799 0.00297063 0.00018008
2.85788233 0.00311180 0.00018969
2.85853666 0.00308765 0.00018643
2.85919100 0.00311662 0.00018233
2.85984533 0.00304905 0.00018341
2.86049966 0.00299257 0.00018236
2.86115400 0.00306318 0.00018763
2.86180833 0.00300833 0.00018357
2.86246267 0.00294087 0.00018159
2.86311700 0.00300673 0.00018363
2.86377134 0.00305619 0.00018647
2.86442567 0.00306953 0.00018516
2.86508001 0.00303462 0.00018677
2.86573434 0.00302631 0.00018024
2.86638867 0.00297865 0.00018204
2.86704301 0.00301619 0.00018548
2.86769734 0.00308461 0.00018178
2.86835168 0.00291996 0.00018472
2.86900601 0.00288826 0.00018308
2.86966035 0.00287575 0.00018266
2.87031468 0.00283929 0.00018161
2.87096901 0.00283123 0.00019058
2.87162335 0.00287002 0.00017716
2.87227768 0.00304718 0.00018371
2.87293202 0.00356228 0.00020712
2.87489502 0.00303708 0.00018536
2.87554935 0.00302960 0.00019307
2.87620369 0.00300384 0.00019836
2.87685802 0.00304353 0.00019143
2.87751236 0.00296587 0.00017974
2.87816669 0.00306630 0.00018552
