4.82190 0.22936 0.01147
4.82289 0.22640 0.01132
4.82387 0.22555 0.01128
4.82485 0.22594 0.01130
4.82584 0.22465 0.01123
4.82682 0.22546 0.01127
4.82781 0.22849 0.01142
4.82879 0.23133 0.01157
4.82977 0.22832 0.01142
4.83076 0.22786 0.01139
4.83174 0.22575 0.01129
4.83273 0.22619 0.01131
4.83371 0.22491 0.01125
4.83469 0.22711 0.01136
4.83568 0.22694 0.01135
4.83666 0.23020 0.01151
4.83765 0.22728 0.01136
4.83863 0.22690 0.01135
4.83961 0.22679 0.01134
4.84060 0.22793 0.01140
4.84158 0.22764 0.01138
4.84257 0.22840 0.01142
4.84355 0.23231 0.01162
4.84453 0.22987 0.01149
4.84552 0.22837 0.01142
4.84650 0.22723 0.01136
4.84749 0.23095 0.01155
4.84847 0.22896 0.01145
4.84945 0.23113 0.01156
4.85044 0.23148 0.01157
4.85142 0.23371 0.01169
4.85241 0.22672 0.01134
4.85339 0.23156 0.01158
4.85437 0.22921 0.01146
4.85536 0.22850 0.01143
4.85634 0.22991 0.01150
4.85733 0.23431 0.01172
4.85831 0.22984 0.01149
4.85929 0.23183 0.01159
4.86028 0.23004 0.01150
4.86126 0.23114 0.01156
4.86225 0.22999 0.01150
4.86323 0.23256 0.01163
4.86421 0.23303 0.01165
4.86520 0.22983 0.01149
4.86618 0.22765 0.01138
4.86717 0.22982 0.01149
4.86815 0.23157 0.01158
4.86913 0.23064 0.01153
4.87012 0.23275 0.01164
4.87110 0.23256 0.01163
4.87209 0.23297 0.01165
4.87307 0.22898 0.01145
4.87405 0.23303 0.01165
4.87504 0.23103 0.01155
4.87602 0.23252 0.01163
4.87700 0.23002 0.01150
4.87799 0.23122 0.01156
4.87897 0.23240 0.01162
4.87996 0.23394 0.01170
4.88094 0.23202 0.01160
4.88192 0.23303 0.01165
4.88291 0.23181 0.01159
4.88389 0.23319 0.01166
4.88488 0.23209 0.01160
4.88586 0.23319 0.01166
4.88684 0.23229 0.01161
4.88783 0.23172 0.01159
4.88881 0.22556 0.01128
4.88980 0.23064 0.01153
4.89078 0.23344 0.01167
4.89176 0.23521 0.01176
4.89275 0.23542 0.01177
4.89373 0.23220 0.01161
4.89472 0.23115 0.01156
4.89570 0.23058 0.01153
4.89668 0.23286 0.01164
4.89767 0.23226 0.01161
4.89865 0.23432 0.01172
4.89964 0.23364 0.01168
4.90062 0.23415 0.01171
4.90160 0.23486 0.01174
4.90259 0.23491 0.01175
4.90357 0.23526 0.01176
4.90456 0.23568 0.01178
4.90554 0.23563 0.01178
4.90652 0.23535 0.01177
4.90751 0.23576 0.01179
4.90849 0.23551 0.01178
4.90948 0.23628 0.01181
4.91046 0.23527 0.01176
4.91144 0.23666 0.01183
4.91243 0.23693 0.01185
4.91341 0.23781 0.01189
4.91440 0.23761 0.01188
4.91538 0.23916 0.01196
4.91636 0.23777 0.01189
4.91735 0.23759 0.01188
4.91833 0.23639 0.01182
4.91932 0.23464 0.01173
4.92030 0.23511 0.01176
4.92128 0.23737 0.01187
4.92227 0.23942 0.01197
4.92325 0.23816 0.01191
4.92424 0.23963 0.01198
4.92522 0.23901 0.01195
4.92620 0.23894 0.01195
4.92719 0.23841 0.01192
4.92817 0.23914 0.01196
4.92915 0.23692 0.01185
4.93014 0.23790 0.01189
4.93112 0.23730 0.01187
4.93211 0.23992 0.01200
4.93309 0.23871 0.01194
4.93407 0.24134 0.01207
4.93506 0.23657 0.01183
4.93604 0.23789 0.01189
4.93703 0.23787 0.01189
4.93801 0.23802 0.01190
4.93899 0.23874 0.01194
4.93998 0.24058 0.01203
4.94096 0.24110 0.01205
4.94195 0.23920 0.01196
4.94293 0.23986 0.01199
4.94391 0.23969 0.01198
4.94490 0.24019 0.01201
4.94588 0.23820 0.01191
4.94687 0.24138 0.01207
4.94785 0.23924 0.01196
4.94883 0.24069 0.01203
4.94982 0.23981 0.01199
4.95080 0.24049 0.01202
4.95179 0.23941 0.01197
4.95277 0.24122 0.01206
4.95375 0.24290 0.01214
4.95474 0.24432 0.01222
4.95572 0.24393 0.01220
4.95671 0.24196 0.01210
4.95769 0.24257 0.01213
4.95867 0.24261 0.01213
4.95966 0.23992 0.01200
4.96064 0.23883 0.01194
4.96163 0.24018 0.01201
4.96261 0.24022 0.01201
4.96359 0.24175 0.01209
4.96458 0.24221 0.01211
4.96556 0.24379 0.01219
4.96655 0.24504 0.01225
4.96753 0.24375 0.01219
4.96851 0.24407 0.01220
4.96950 0.24663 0.01233
4.97048 0.24635 0.01232
4.97147 0.24417 0.01221
4.97245 0.24458 0.01223
4.97343 0.24477 0.01224
4.97442 0.24590 0.01230
4.97540 0.24955 0.01248
4.97639 0.24791 0.01240
4.97737 0.24759 0.01238
4.97835 0.24669 0.01233
4.97934 0.24589 0.01229
4.98032 0.24534 0.01227
4.98130 0.24463 0.01223
4.98229 0.24553 0.01228
4.98327 0.24609 0.01230
4.98426 0.24650 0.01233
4.98524 0.24652 0.01233
4.98622 0.24740 0.01237
4.98721 0.24687 0.01234
4.98819 0.24820 0.01241
4.98918 0.24582 0.01229
4.99016 0.24600 0.01230
4.99114 0.24461 0.01223
4.99213 0.24440 0.01222
4.99311 0.24399 0.01220
4.99410 0.24467 0.01223
4.99508 0.24591 0.01230
4.99606 0.24601 0.01230
4.99705 0.24799 0.01240
4.99803 0.24668 0.01233
4.99902 0.24759 0.01238
5.00000 0.24559 0.01228
5.00098 0.24564 0.01228
5.00197 0.24456 0.01223
5.00295 0.24467 0.01223
5.00394 0.24742 0.01237
5.00492 0.24742 0.01237
5.00590 0.24624 0.01231
5.00689 0.24585 0.01229
5.00787 0.24641 0.01232
5.00886 0.24616 0.01231
5.00984 0.24634 0.01232
5.01082 0.24586 0.01229
5.01181 0.24725 0.01236
5.01279 0.24574 0.01229
5.01378 0.24695 0.01235
5.01476 0.24487 0.01224
5.01574 0.24513 0.01226
5.01673 0.24708 0.01235
5.01771 0.24853 0.01243
5.01870 0.24699 0.01235
5.01968 0.24708 0.01235
5.02066 0.24697 0.01235
5.02165 0.24602 0.01230
5.02263 0.24166 0.01208
5.02362 0.24382 0.01219
5.02460 0.24545 0.01227
5.02558 0.24746 0.01237
5.02657 0.24823 0.01241
5.02755 0.24780 0.01239
5.02853 0.24778 0.01239
5.02952 0.24760 0.01238
5.03050 0.24493 0.01225
5.03149 0.24692 0.01235
5.03247 0.24582 0.01229
5.03345 0.24690 0.01234
5.03444 0.24640 0.01232
5.03542 0.24834 0.01242
5.03641 0.24839 0.01242
5.03739 0.24721 0.01236
5.03837 0.24698 0.01235
5.03936 0.24645 0.01232
5.04034 0.24845 0.01242
5.04133 0.24791 0.01240
5.04231 0.24850 0.01242
5.04329 0.24708 0.01235
5.04428 0.24858 0.01243
5.04526 0.24754 0.01238
5.04625 0.24732 0.01237
5.04723 0.24811 0.01241
5.04821 0.24968 0.01248
5.04920 0.25103 0.01255
5.05018 0.25212 0.01261
5.05117 0.25568 0.01278
5.05215 0.26120 0.01306
5.05313 0.26724 0.01336
5.05412 0.26721 0.01336
5.05510 0.26428 0.01321
5.05609 0.25792 0.01290
5.05707 0.25469 0.01273
5.05805 0.25246 0.01262
5.05904 0.25083 0.01254
5.06002 0.25153 0.01258
5.06101 0.25150 0.01257
5.06199 0.25783 0.01289
5.06297 0.25605 0.01280
5.06396 0.25303 0.01265
5.06494 0.25014 0.01251
5.06593 0.25071 0.01254
5.06691 0.24944 0.01247
5.06789 0.24977 0.01249
5.06888 0.25141 0.01257
5.06986 0.25113 0.01256
5.07085 0.25119 0.01256
5.07183 0.25043 0.01252
5.07281 0.25121 0.01256
5.07380 0.25022 0.01251
5.07478 0.25069 0.01253
5.07577 0.25138 0.01257
5.07675 0.25273 0.01264
5.07773 0.25252 0.01263
5.07872 0.25233 0.01262
5.07970 0.25248 0.01262
5.08068 0.25091 0.01255
5.08167 0.25059 0.01253
5.08265 0.25141 0.01257
5.08364 0.25142 0.01257
5.08462 0.25161 0.01258
5.08560 0.25267 0.01263
5.08659 0.25348 0.01267
5.08757 0.25336 0.01267
5.08856 0.25178 0.01259
5.08954 0.25230 0.01261
5.09052 0.25062 0.01253
5.09151 0.25195 0.01260
5.09249 0.25199 0.01260
5.09348 0.25174 0.01259
5.09446 0.25127 0.01256
5.09544 0.25226 0.01261
5.09643 0.25204 0.01260
5.09741 0.25181 0.01259
5.09840 0.25131 0.01257
5.09938 0.25058 0.01253
5.10036 0.25367 0.01268
5.10135 0.25323 0.01266
5.10233 0.25493 0.01275
5.10332 0.25248 0.01262
5.10430 0.25308 0.01265
5.10528 0.25181 0.01259
5.10627 0.25263 0.01263
5.10725 0.25315 0.01266
5.10824 0.25385 0.01269
5.10922 0.25458 0.01273
5.11020 0.25520 0.01276
5.11119 0.25633 0.01282
5.11217 0.25460 0.01273
5.11316 0.25640 0.01282
5.11414 0.25473 0.01274
5.11512 0.25514 0.01276
5.11611 0.25435 0.01272
5.11709 0.25624 0.01281
5.11808 0.25669 0.01283
5.11906 0.25552 0.01278
5.12004 0.25713 0.01286
5.12103 0.25443 0.01272
5.12201 0.25603 0.01280
5.12300 0.25369 0.01268
5.12398 0.25641 0.01282
5.12496 0.25635 0.01282
5.12595 0.25582 0.01279
5.12693 0.26189 0.01309
5.12792 0.26623 0.01331
5.12890 0.26911 0.01346
5.12988 0.26595 0.01330
5.13087 0.26667 0.01333
5.13185 0.26275 0.01314
5.13283 0.26012 0.01301
5.13382 0.25637 0.01282
5.13480 0.25674 0.01284
5.13579 0.25724 0.01286
5.13677 0.25822 0.01291
5.13775 0.26141 0.01307
5.13874 0.26059 0.01303
5.13972 0.26008 0.01300
5.14071 0.25898 0.01295
5.14169 0.26119 0.01306
5.14267 0.26129 0.01306
5.14366 0.25991 0.01300
5.14464 0.25951 0.01298
5.14563 0.25865 0.01293
5.14661 0.25965 0.01298
5.14759 0.25908 0.01295
5.14858 0.26055 0.01303
5.14956 0.25969 0.01298
5.15055 0.26194 0.01310
5.15153 0.25813 0.01291
5.15251 0.26161 0.01308
5.15350 0.26244 0.01312
5.15448 0.26315 0.01316
5.15547 0.26395 0.01320
5.15645 0.26287 0.01314
5.15743 0.26354 0.01318
5.15842 0.26190 0.01310
5.15940 0.26292 0.01315
5.16039 0.26246 0.01312
5.16137 0.26309 0.01315
5.16235 0.26306 0.01315
5.16334 0.26381 0.01319
5.16432 0.26517 0.01326
5.16531 0.26399 0.01320
5.16629 0.26397 0.01320
5.16727 0.26233 0.01312
5.16826 0.26545 0.01327
5.16924 0.26617 0.01331
5.17023 0.26559 0.01328
5.17121 0.26730 0.01336
