;+
;> _WAVE  = 'um'
;> _K_ABS = 'cm+2 g-1'
;-

;~            WAVE            K_ABS
;     1.0000000E-03    1.0000000E+00
     4.0344300E+01    6.5976650E+02
     4.0433000E+01    7.5453326E+02
     4.0969100E+01    8.8894928E+02
     4.1149400E+01    7.9196600E+02
     4.1512300E+01    6.5243362E+02
     4.1695000E+01    6.1426022E+02
     4.2340700E+01    7.0529844E+02
     4.2714200E+01    9.1233789E+02
     4.2808000E+01    1.0022274E+03
     4.3090900E+01    1.0834853E+03
     4.3471000E+01    1.0485199E+03
     4.3854400E+01    9.4018850E+02
     4.4435900E+01    8.2827098E+02
     4.4729500E+01    8.5711617E+02
     4.4926400E+01    8.9874382E+02
     4.5124100E+01    8.8001431E+02
     4.5322600E+01    7.9641051E+02
     4.5522100E+01    7.1589368E+02
     4.5822900E+01    6.3774695E+02
     4.6024500E+01    5.5810500E+02
     4.6532500E+01    4.5358233E+02
     4.7046100E+01    3.8169231E+02
     4.7565400E+01    3.4024794E+02
     4.9482700E+01    3.1564556E+02
     5.0470100E+01    2.5429218E+02
     5.1477200E+01    3.2090356E+02
     5.5588600E+01    1.5269642E+02
     5.6573600E+01    1.4460805E+02
     5.7575900E+01    1.3452626E+02
     5.8339400E+01    1.2503055E+02
     5.9503500E+01    1.2503055E+02
     6.0690900E+01    1.1014885E+02
     6.1902000E+01    1.0166205E+02
     6.3694200E+01    9.9758023E+01
     6.4822700E+01    1.0046705E+02
     6.5108000E+01    1.0046705E+02
     6.5394500E+01    1.3543200E+02
     6.5971300E+01    1.8438300E+02
     6.6699400E+01    1.3159875E+02
     6.7583800E+01    9.4669000E+01
     6.8932500E+01    1.3746023E+02
     7.0000000E+01    1.0984955E+02
     7.1396900E+01    1.0781212E+02
     7.2661900E+01    1.4068805E+02
     7.4274700E+01    8.4235675E+01
